"","R2c","R2m","deviance","urb.cf","urb.ci_l","urb.ci_u","urb.t","urb.p","gdp.cf","gdp.ci_l","gdp.ci_u","gdp.t","gdp.p"
"negate",0.0117525019713229,0.00444469157006315,-444173.203877564,-0.0366556345652696,-0.0539710541718672,-0.019340214958672,-4.17656215310318,4.56311402894674e-05,-0.00436999359307604,-0.0213681671902928,0.0126281800041407,-0.505702948904639,0.613397142524173
"home",0.00442368531728973,0.00139717753372214,-385598.703431133,-0.0322286319570155,-0.0483868011416936,-0.0160704627723373,-3.93074105821628,0.000113195440084696,-0.00521864706840865,-0.0219074836849011,0.0114701895480838,-0.615361315929169,0.538781231406645
"see",0.0103153434399596,0.00371480084311413,-468993.320030414,-0.0337731430590171,-0.0516910501588751,-0.0158552359591591,-3.72277682759575,0.000273496205000317,-0.0136162323493212,-0.031524620366736,0.00429215566809355,-1.49677519931251,0.135594093573817
"tensem",0.0162118512678856,0.00529664032544681,-421915.526218959,0.0640909478205553,0.0446388559692792,0.0835430396718314,6.49735371022963,6.45551824286307e-10,0.0100760875927203,-0.00846311486200404,0.0286152900474447,1.06879581480917,0.285869627427188
"certain",0.00665517946350422,0.00405679112068453,-497060.435007325,-0.0193209715573176,-0.0332817637684006,-0.00536017934623455,-2.72808891908388,0.00690569884363816,0.00269004246795927,-0.0117498459230041,0.0171299308589226,0.3666003056191,0.714174697022384
"cogmech",0.0105248617444316,0.00270950929326951,-280799.994615261,-0.0245466071405882,-0.0422142178558411,-0.00687899642533539,-2.74422032546325,0.0067714888173959,-0.00552774538375157,-0.0227765357134762,0.0117210449459731,-0.630763016214936,0.528695662066825
"health",0.00574973655710742,0.00216948296239386,-439423.474868037,-0.0412365628673454,-0.0562493432286111,-0.0262237825060796,-5.41879193258745,1.84136057627252e-07,-0.00199365423383743,-0.0173278262494249,0.0133405177817501,-0.255873967281799,0.798226790644266
"friend",0.00204848339592763,0.000247492938409739,-291905.382179164,0.0155841946497073,-0.00220707426308289,0.0333754635624976,1.721125303627,0.0858668855187647,-0.0055553093284192,-0.0242340422740041,0.0131234236171657,-0.58476403735274,0.559049994297212
"number",0.009386754137494,0.000442476403730077,-267283.818176181,-0.0147665543594218,-0.0374369607194863,0.00790385200064275,-1.28749715317038,0.199993822906286,-0.00770393280870766,-0.030873935885088,0.0154660702676727,-0.655157169646368,0.513026903355464
"pastm",0.00140421639048098,0.000420141598143225,-429115.596643116,0.0106547265057366,-0.0036432262044935,0.0249526792159666,1.46599176552489,0.143614197823768,-0.00342300788203084,-0.0183965441118339,0.0115505283477722,-0.450378314486326,0.652853535818962
"multifun",0.012262928776518,0.00271862966852034,-352158.917562942,-0.0477698998329741,-0.0664441556054052,-0.0290956440605431,-5.04620270827339,1.05894747923189e-06,-0.00463038187318615,-0.0226002011691867,0.0133394374228144,-0.506806327644772,0.612613331524494
"specart",0.00588390156503158,0.00421778904562384,-495359.898906942,0.031829548854134,0.0178139316411374,0.0458451660671306,4.47013030274838,1.13061894582813e-05,-0.00316641059393077,-0.0178483153099295,0.011515494122068,-0.424414693656171,0.671567929486245
"adverb",0.0185785206671606,0.0149346883100017,-382743.222910913,-0.0114765740857435,-0.0261942113323788,0.00324106316089186,-1.53908342567369,0.125605696547668,-0.00195538428572301,-0.016973748286144,0.013062979714698,-0.256297055229815,0.797910150207317
"verb",0.00687466768461744,0.00143379964509441,-377534.645256049,-0.0138931269153035,-0.0299914239425258,0.00220517011191876,-1.70300759326935,0.0903036084934657,0.00701800730214964,-0.00908805817914258,0.0231240727834419,0.85732792137735,0.391916510208385
"we",0.0126927960481735,0.0120720493927685,-198777.586651959,0.0259013133199625,0.00566039769667075,0.0461422289432542,2.51615913315683,0.0122792698707751,0.0107922988142148,-0.0101646735317786,0.0317492711602082,1.01884727354318,0.31017425661794
"preps",0.0043589108081449,0.0030543291368394,-452960.846508636,0.00467155243739257,-0.00796126777555846,0.0173043726503436,0.727827249237799,0.467307547592486,-0.00291126361590325,-0.0161196455592869,0.0102971183274804,-0.433716832848516,0.664800604918152
"conj",0.00914002681196095,0.0028660157028982,-428297.207507877,-0.0323290930074587,-0.0490102129150832,-0.0156479730998341,-3.82526720880664,0.000182126289234167,-0.0127386829702769,-0.0292785968546229,0.00380123091406916,-1.51541875845064,0.130682015297392
"pronoun",0.0284399705434521,0.0175986324018302,-353918.069055205,-0.047269989688237,-0.0665687733876757,-0.0279712059887982,-4.82799994662871,2.6235069875987e-06,-0.0150817293145275,-0.0334481926321494,0.00328473400309439,-1.61441003426021,0.107241442229909
"auxverb",0.0135919975494965,0.00505310963184479,-485105.072712753,-0.0496700985146683,-0.0678146807003472,-0.0315255163289895,-5.39906299226061,1.94704261917114e-07,0.00676326827246368,-0.0108683261182044,0.0243948626631317,0.754384961574819,0.451117120064669
"you",0.0175066616720274,0.00678068891943563,-418121.82594404,-0.0553681358033307,-0.0751636956924591,-0.0355725759142023,-5.51450616333006,1.04398128206991e-07,-0.0153265604926288,-0.0342909844306835,0.00363786344542602,-1.58909338796059,0.11287743133842
"filler",0.00802968596276271,0.00525701961930392,-481288.942569849,0.00392216696490662,-0.0105796658456646,0.0184239997754778,0.532632336637155,0.594754205679906,0.00303303567109485,-0.0120011693428115,0.0180672406850012,0.396765607133847,0.691779639902825
"i",0.0225651815748825,0.0147557485641804,-417647.028375284,-0.0183047274502872,-0.0360946205469755,-0.000514834353598941,-2.02786248916065,0.0437822903677385,-0.00580123877934733,-0.0232075626953322,0.0116050851366375,-0.655200079897684,0.512714448103119
"ipron",0.0082421562876227,0.00313825712274839,-477168.13518792,-0.0420907431046427,-0.0581309631197107,-0.0260505230895747,-5.17329269265449,5.4120419663385e-07,-0.000960147036095989,-0.017088324132991,0.015168030060799,-0.117077245680382,0.906864548670605
"ppron",0.0281649710790216,0.0177118658657225,-374352.069780782,-0.0387396193707647,-0.0578689039671376,-0.0196103347743917,-3.99159648006109,8.99440875181652e-05,-0.0138534619271696,-0.0321136524230501,0.00440672856871097,-1.49151666493653,0.136620641452861
"prepend",0.00624954991163706,0.00408906689943664,-523906.443726364,0.00698898122299267,-0.0069926870609358,0.0209706495069211,0.986149570313707,0.325342960308785,-0.00112953035989433,-0.0156887372730588,0.0134296765532702,-0.152840748068297,0.878654341780784
"shehe",0.0180178395315317,0.00289694253724257,-316728.297498437,-0.027177603647628,-0.0505216040469509,-0.00383360324830511,-2.29826538606984,0.0227697771539618,-0.0162675157663359,-0.0390384094658786,0.00650337793320679,-1.40570792831,0.160816421857173
"nonfl",0.00979137136911984,0.0076708751961996,-434705.518903935,0.0306906149669624,0.0156888993755861,0.0456923305583387,4.03451441730517,7.82628221305512e-05,0.00691080885865988,-0.00885870583124883,0.0226803235485686,0.863783303097331,0.388667437852307
"interjunction",0.00718628739608492,0.00318264613403076,-361972.502146879,-0.0134791504281776,-0.0285612480247246,0.0016029471683694,-1.76766493360447,0.0793994196802966,-0.00144623999022915,-0.0167663584315092,0.0138738784510509,-0.186046069855809,0.852579953804724
"quanunit",0.014051759497432,0.00987586222409312,-487199.536950648,-0.0011199371567457,-0.0165866861716663,0.0143468118581749,-0.142721158556883,0.886643746412646,-0.00984407958522727,-0.0256378922229626,0.00594973305250809,-1.22588391284332,0.221071326057118
"youpl",0.020792494401091,0.012404050081243,-2635.97242098997,0.0093283946582624,-0.168783524692467,0.187440314008992,0.103349756996408,0.917801131757535,0.10347649231696,-0.0762400570079222,0.283193041641843,1.13938734054544,0.256692034537638
"they",0.611944097073021,0.0705245669770359,-757.522831346134,0.40453645518985,0.0344504443094698,0.77462246607023,2.2313605088433,0.0331935591466895,-0.268636579169613,-0.644957363069178,0.107684204729952,-1.45873374072778,0.155174420857356
