"","R2c","R2m","deviance","urb.cf","urb.ci_l","urb.ci_u","urb.t","urb.p","gdp.cf","gdp.ci_l","gdp.ci_u","gdp.t","gdp.p"
"24",0.0051906052453466,0.000364962490259058,-699976.647574799,-0.00982682613227614,-0.0254588810106625,0.00580522874611019,-1.23801551339982,0.216856969152757,-0.00505139322503366,-0.0208115730841278,0.0107087866340605,-0.62995367096774,0.529055776953385
"82",0.00857545046115074,0.00235819008091882,-635559.921817249,-0.0445065584678996,-0.0611519064155024,-0.0278612105202968,-5.27677308276762,3.82280826579278e-07,-0.00469605552322196,-0.0212154920898244,0.0118233810433805,-0.559308287322213,0.576347198478421
"1",0.00454394465088063,0.00279836747950964,-676438.682188781,0.00629451527391097,-0.00704454292388839,0.0196335734717103,0.927185198502032,0.354289912431149,-0.000146846392002019,-0.0140746362732133,0.0137809434892093,-0.0207085372220379,0.98348538300592
"66",0.00480629890469715,0.00155729428007829,-646207.692093932,-0.0234593849554957,-0.0379209861509477,-0.00899778376004377,-3.19923804684149,0.00160789639853446,-0.00755482455388265,-0.0223927285591675,0.00728307945140216,-1.00193921317773,0.317173922572361
"91",0.00504747839820171,0.000651096173812903,-720654.292340619,-0.0125001523217152,-0.027869306893258,0.0028690022498276,-1.60598014622847,0.110208064019086,0.00736868731462516,-0.00818320470229649,0.0229205793315468,0.932754870241435,0.351763476130934
"76",0.0368588050749187,0.03319089902975,-671110.541607364,0.00332226701821493,-0.0112745035139438,0.0179190375503737,0.448196953680747,0.654387395034728,0.00716855924016109,-0.0077226922132249,0.0220598106935471,0.94625719154339,0.344564580966917
"51",0.00658893518826798,0.00531000345099256,-541271.55708684,0.0112028130191075,-0.00139315508090121,0.0237987811191161,1.75069395590278,0.0810852856227357,-0.011924871021019,-0.0250950709575573,0.00124532891551932,-1.78194342329542,0.0757864743845734
"44",0.00212457536035725,0.000974910328264021,-728733.445334952,0.0218662947695581,0.00937761529965292,0.0343549742394633,3.44812436283088,0.000660703530587283,0.00540116424324725,-0.00766138414336427,0.0184637126298588,0.814346829287157,0.416219215224904
"98",0.00785260702404788,0.00659456275342135,-687292.167742576,0.0225711205650108,0.00999735172488408,0.0351448894051376,3.53346918996249,0.000478999413451443,0.00131341840069646,-0.0118356795127263,0.0144625163141192,0.196587191243812,0.844287060003527
"13",0.00834520358425422,0.00475718947865404,-660261.577718379,0.0475695907735427,0.0327763112155554,0.0623628703315301,6.33404428304238,1.14675006382895e-09,0.0153032922587408,0.00011440534480769,0.0304921791726738,1.98102823187947,0.0483077007584571
"65",0.00900021862412969,0.0069868011711815,-591986.648305607,0.0130554376295989,-0.000242334078965093,0.0263532093381628,1.92954395944229,0.0543047908110666,0.00319861981595733,-0.0106391896654626,0.0170364292973773,0.454012407724457,0.649992941473193
"70",0.00279983342014235,0.000386378178916766,-585143.429122105,-0.0200197796145889,-0.0337597039887163,-0.00627985524046151,-2.87026567980146,0.00446792129636828,0.00738359844105537,-0.00685100079923217,0.0216181976813429,1.02035660954534,0.308299959869329
"53",0.0383259102134608,0.0325463422365016,-672273.631374153,0.0589718678971622,0.0428127821194908,0.0751309536748337,7.18778099294422,7.66802305485215e-12,0.0111277024682563,-0.00496329151207123,0.0272186964485838,1.3591216451046,0.174799227944145
"67",0.00838233461545144,0.00703953200466616,-725528.229931091,0.00461820051523266,-0.00806400587947312,0.0173004069099384,0.716722823335106,0.474124776348021,0.00173836796419889,-0.011518521734632,0.0149952576630298,0.258019196226099,0.796563801438747
"54",0.0256338716485859,0.0216587581894254,-709883.373874315,0.0213448555142749,0.00644740707433836,0.0362423039542115,2.82091908352984,0.00514588863134637,0.00108387938831681,-0.0140693414587459,0.0162371002353795,0.140576419810089,0.888268485910838
"52",0.015760970311862,0.0106746783315841,-666593.442753327,-0.0128552090832073,-0.0286733982233378,0.00296298005692325,-1.60493575666207,0.110473877953011,-0.00844640916216012,-0.0243199944159339,0.00742717609161369,-1.04744242230696,0.295800670824549
"90",0.0185301289206224,0.000997981916222767,-568726.741524483,-0.037283660421199,-0.0600394688881492,-0.0145278519542489,-3.22659988101456,0.00141693762449126,0.00866821437725115,-0.0121465816463404,0.0294830104008427,0.818432260157121,0.413546364447366
"95",0.0117961875904493,0.00889378402346431,-713035.086578352,0.0185016557157177,0.00436402009894739,0.032639291332488,2.57465366481654,0.0104807618036245,0.000954919306815986,-0.0136217697216376,0.0155316083352696,0.128723134135567,0.897630855760804
"42",0.0139809807993869,0.00599153902947874,-762319.664597898,0.0614216809854455,0.043641517735335,0.0792018442355559,6.82192001325351,1.71927427115184e-10,0.00658701875672243,-0.0107402778169558,0.0239143153304006,0.748146140475752,0.454966309522328
"71",0.0266253328548025,0.0246671624466984,-603672.817152731,0.0273404667264766,0.0141935542274072,0.0404873792255461,4.08633555454631,5.1413865323621e-05,0.00880395475976322,-0.00488029984597103,0.0224882093654975,1.26346533476322,0.206902440822226
"4",0.012112729333494,0.00951412342503117,-736052.124654723,0.00344014477309218,-0.0104057472379063,0.0172860367840907,0.48914613697683,0.625132039702804,-0.00661781120218385,-0.0209358714745076,0.00770024907013995,-0.908711382858314,0.364062791328581
"11",0.00177549376479251,0.000217724397476188,-551915.172603324,-0.0101909925367184,-0.0231361710833097,0.00275418600987278,-1.54933037139626,0.122375682808038,0.00120266666723659,-0.0123138744855915,0.0147192078200647,0.175020244343398,0.861168696108418
"68",0.00251184820724456,0.000638176848267874,-561332.81127525,0.00828152624076479,-0.00512157080662473,0.0216846232881543,1.21705271956699,0.224758134474446,0.0112886625290085,-0.00270820228782996,0.0252855273458469,1.58720836764076,0.113529940597407
"0",0.0215605723262972,0.0165863185356236,-665907.795957782,-0.0125993965834798,-0.0282889674927509,0.00309017432579139,-1.58284016756256,0.114927012256067,-0.0122348507367875,-0.0280035593956846,0.00353385792210966,-1.52567447656305,0.127938258669715
"84",0.0457196135526387,0.0420376166268661,-668190.037157335,0.0410480965055525,0.0264754583976189,0.0556207346134861,5.54416933394663,6.69295540660412e-08,0.0201700306840252,0.00530866633630174,0.0350313950317486,2.66700097299584,0.00791894187241711
"85",0.00408856371916589,0.00300676693843181,-676673.685771476,0.0120628882601038,-0.000316254388559819,0.0244420309087675,1.91483574338164,0.0561217392369336,-0.00380084635836405,-0.016748517049449,0.0091468243327209,-0.57691167722599,0.564288324082185
"48",0.0162857685982329,0.00526863232936143,-662508.457879034,-0.0564408670333337,-0.0760253884138386,-0.0368563456528288,-5.70138544731761,7.57539902383135e-08,-0.0190647181442398,-0.0376668324736359,-0.000462603814843778,-2.01890518849004,0.0446112979309656
"32",0.0059798079779422,0.00404256912110949,-766510.424611561,-0.00113073280212869,-0.0143877526560171,0.0121262870517597,-0.167891749969135,0.866788736180972,-0.00249675077286904,-0.0162983615647411,0.011304860019003,-0.355764210272748,0.722226413973531
"87",0.0059659404013368,0.000727337754455052,-614410.637917605,-0.0269728073203054,-0.0429182415860631,-0.0110273730545477,-3.33614844217353,0.00101729524414637,0.00235366561150983,-0.0136383371227413,0.018345668345761,0.289493310037287,0.772380329678755
"80",0.00758660678719883,0.00595528743878653,-598916.426360373,0.0344635455926843,0.0215082039184314,0.0474188872669371,5.23410516974047,3.04574196086407e-07,0.00403803818996361,-0.00948258421501406,0.0175586605949413,0.587289184413298,0.557369525458677
"23",0.00289262463091261,0.00158191566150592,-653133.422176285,-0.00627986774585894,-0.0189288865905131,0.00636915109879526,-0.977115263226539,0.329321015973933,-0.00611449120378985,-0.0193397485645995,0.00711076615701977,-0.909732534738743,0.363674738166904
"73",0.0064824665333288,0.00296837482408049,-471108.819413677,-0.0104945209713243,-0.0251453497343582,0.00415630779170966,-1.41114404517468,0.15951314771007,0.00136808940793141,-0.0136229087708191,0.016359087586682,0.179445647209277,0.857684501472603
"41",0.044847218594851,0.0404277028196475,-646866.397424556,0.0457678276852979,0.0306217980634229,0.0609138573071729,5.95024227659824,8.61279346405717e-09,0.00540670265592781,-0.00990362808652972,0.0207170333983853,0.69404222571763,0.488020040153771
"61",0.0120160803401447,0.00399951766437973,-604809.983026567,-0.0535969312136648,-0.0714459295618926,-0.0357479328654371,-5.93830735330281,2.28518422687791e-08,-0.00826946871632149,-0.025651881148156,0.00911294371551299,-0.93698117808663,0.349675787031267
"63",0.00521684511456887,0.000679555629619196,-765916.310524249,0.012020719166905,-0.00345155942796292,0.027492997761773,1.53343914743486,0.126990539757936,0.00753083550199009,-0.00810465666775824,0.0231663276717384,0.947917642791011,0.343949615194021
"9",0.00507896826370828,0.00158894420717634,-673032.410496438,-0.0182315112798058,-0.0328937767398136,-0.00356924581979793,-2.45296753048118,0.0150858699962868,-0.00439537502135628,-0.0193948914396567,0.0106041413969442,-0.576698178813635,0.564582257468072
"39",0.016764719525532,0.00475754027034625,-591363.306241885,-0.0541435045530233,-0.074215246400117,-0.0340717627059297,-5.32644331914436,3.27224153074631e-07,-0.0181986534222894,-0.0371438506573636,0.000746543812784884,-1.89037877460217,0.0596737283707596
"59",0.0162847267736819,0.0153508593897028,-573854.956773374,0.0081333102523561,-0.00402730259031955,0.0202939230950317,1.31406618821521,0.189429176536432,0.016737823262945,0.00402295873945838,0.0294526877864317,2.58713306734179,0.00999415355134996
"47",0.0269562619960005,0.0232438487003906,-644824.180297279,0.017628262407477,0.00292322952958428,0.0323332952853698,2.36203572279597,0.0190104837600472,0.00956362453138819,-0.00543432929124495,0.0245615783540213,1.25387144519288,0.210675639341277
"25",0.0115523926112125,0.00258429927337361,-482422.542295876,-0.0350591811412198,-0.0534259830852601,-0.0166923791971794,-3.7655549518119,0.000222294093466862,-0.0109753692224875,-0.0287345941988152,0.00678385575384028,-1.21553806224751,0.224991591535023
"8",0.00560285446488458,0.00370663619752018,-581017.195407357,0.0336024734101221,0.0203861152097382,0.046818831610506,4.99852695240936,8.70402566647728e-07,0.00344077050954074,-0.010329865386242,0.0172114064053235,0.490924326873259,0.623697858526578
"64",0.00545781693547773,0.00371253128254173,-557960.018564279,-0.00489561260593999,-0.0179810290874861,0.00818980387560608,-0.736927901652246,0.461873500154722,-0.000591380315147733,-0.0142350379526522,0.0130522773223567,-0.0853029430886177,0.932078236199942
